,Link,Occurred,City,State,Country,Shape,Summary,Reported,Posted,Media
730,Open,06/22/2020 00:00,Salisbury,PA,USA,Other,"My husband and I were going for ride over MT Davis, which is the highest point in PA. We love it up there because it is so beautiful an",07/10/2020,07/23/2020,
731,Open,06/20/2020 23:00,Stevensville,PA,USA,Circle,"light appearing from same ""spot,"" traveling a str8 line across the sky, then disappear into another spot of the sky.",07/11/2020,07/23/2020,
732,Open,06/18/2020 21:45,Myrtle Beach,PA,USA,Circle,Orange lights in the sky,07/11/2020,07/23/2020,
733,Open,06/16/2020 01:14,Philadelphia,PA,USA,Other,I was sitting on the front step of my apartment facing north/northeast when I seen what honestly appeared to be a flashlight coming fro,06/15/2020,06/25/2020,
734,Open,06/13/2020 23:57,Apollo,PA,USA,Circle,To begin there was one original craft that had two other crafts exited from the original.,06/16/2020,06/25/2020,
735,Open,06/13/2020 06:48,Aliquippa,PA,USA,,MADAR Node 68,07/08/2020,07/09/2020,
736,Open,06/13/2020 00:30,Line Lexington,PA,USA,Unknown,Bright white slow moving light.  ((NUFORC Note:  Possible star or planet??  PD)),06/12/2020,06/25/2020,
737,Open,06/12/2020 21:48,Doylestown,PA,USA,Triangle,"Large triangular object with three green lights seen in Solebury, PA",06/13/2020,06/25/2020,
738,Open,06/11/2020 23:30,Upper Salford,PA,USA,Unknown,Loud sound like a jet taking off at 11:30 PM.,06/12/2020,06/25/2020,
739,Open,06/11/2020 19:00,Spring Grove,PA,USA,Light,I was driving on a road when I saw a circular ball of white light. I watched it before I drove past some trees. It didn't seem to move,06/11/2020,06/25/2020,
740,Open,06/08/2020 20:53,Fredericktown,PA,USA,Circle,Saw what I thought was a satellite moving very slow from east to west with slight erratic left and right movement. Observed for approxi,06/08/2020,06/25/2020,
741,Open,06/06/2020 14:45,North Wales,PA,USA,Orb,"Lustrous/metallic orb traveling between clouds on Route 202 (North) near North Wales, PA",06/06/2020,06/25/2020,
742,Open,06/05/2020 22:30,plum,PA,USA,Light,"saw a bright red light appear out of nowhere. Hovered for a little.  Went to run in and get binoculars , when I came back outside it wa",06/06/2020,06/25/2020,
743,Open,06/03/2020 20:20,Philadelphia,PA,USA,Unknown,Spotted two sphere-shaped crafts in the sky after a major thunderstorm.,07/04/2020,07/09/2020,
744,Open,06/02/2020 21:27,Wilkes-Barre,PA,USA,Circle,In April 2020 we seen two at once over us. They were a dirty or dark brass color. They had an electrical sound almost like a bug zapper,06/02/2020,06/25/2020,
745,Open,05/30/2020 21:55,Macungie,PA,USA,Light,2 lights that looked like the engine burn of a very large rocket were seen proceeding south and then south easterly. There was no sound,05/31/2020,06/25/2020,
746,Open,05/26/2020 22:30,Mars,PA,USA,Triangle,Hovering triangular object with 3 white lights and one red.,06/04/2020,06/25/2020,
747,Open,05/24/2020 07:15,Bridgeville,PA,USA,Sphere,Slow moving sphere over Pittsburgh area,05/24/2020,06/25/2020,
748,Open,05/23/2020 23:00,Bethlehem,PA,USA,Cone,A very bright orange glowing craft (that I thought was on fire) traveled in a low altitude heading south from the northeast,05/23/2020,06/25/2020,
749,Open,05/23/2020 00:00,Conestoga,PA,USA,Light,As I watched the night sky about 10:30pm the stars were so bright and shining all over.  One star started to move across the sky in a z,05/23/2020,06/25/2020,
750,Open,05/21/2020 22:00,Bethlehem,PA,USA,Unknown,Last night I saw at least 6-7 that does not look like stars even its visible. 6 of them stayed one spot and it has multi color red/gree,05/22/2020,06/25/2020,
751,Open,05/19/2020 13:45,Philadelphia,PA,USA,Egg,White-gold textured ellipsoid vectors past skyscrapers in daylight,05/19/2020,06/25/2020,
752,Open,05/16/2020 01:36,Millerton,PA,USA,,MADAR Node 104,05/29/2020,06/25/2020,
753,Open,05/15/2020 06:54,Millerton,PA,USA,,MADAR Node 104,05/29/2020,06/25/2020,
754,Open,05/14/2020 21:50,Millerton,PA,USA,,MADAR Node 104,05/29/2020,06/25/2020,
755,Open,05/14/2020 06:41,Aliquippa,PA,USA,,MADAR Node 68,05/29/2020,06/25/2020,
756,Open,05/13/2020 00:00,Gulf Mills,PA,USA,Other,Driving on I76 near Gulf mills an craft with red blinking lights was going back in forth over the hill side. Then just suddenly stop ov,05/14/2020,05/15/2020,
757,Open,05/12/2020 07:20,Millerton,PA,USA,,MADAR Node 104,08/07/2020,08/20/2020,
758,Open,05/12/2020 07:20,Millerton,PA,USA,,Cattle very upset during alert.,08/07/2020,08/20/2020,
759,Open,05/09/2020 22:56,Elverson,PA,USA,Other,"Erratic , incredibly fast moving object that pops in and out of existence resembles a square shaped lower case e.",05/13/2020,06/25/2020,
760,Open,05/07/2020 03:30,Greensburg,PA,USA,Triangle,Super bright light,05/07/2020,06/25/2020,
761,Open,05/07/2020 00:35,Aliquippa,PA,USA,,MADAR Node 68,05/20/2020,06/25/2020,
762,Open,05/05/2020 19:00,Dupont,PA,USA,Circle,It was a clear night in May meet my wife and Son both seen a burning red circle in the sky,07/09/2020,07/09/2020,
763,Open,05/04/2020 20:11,Millerton,PA,USA,,MADAR Node 104,05/20/2020,06/25/2020,
764,Open,05/02/2020 22:45,Mapleton,PA,USA,Triangle,Red green white blue pulsating lights. Moving East to west and north to south in an irregular pattern.,05/02/2020,06/25/2020,
765,Open,05/02/2020 21:30,South Williamsport,PA,USA,Triangle,"We saw an orange, glowing, triangular-shaped craft in Pennsylvania May 2, 2020.",05/02/2020,06/25/2020,
766,Open,05/02/2020 07:00,Folcroft,PA,USA,Circle,Appeared to look like a bright star and quickly changed shapes. While recording a r in ng appeared around it and inside would change co,05/03/2020,06/25/2020,
767,Open,05/01/2020 22:00,Bensalem,PA,USA,Circle,"Bright spinning lights over Bensalem, PA",05/02/2020,06/25/2020,
768,Open,05/01/2020 18:40,Braddock,PA,USA,Rectangle,There were two rectangle crafts one farther away than the other.  Both moving at a slow pace and each craft had 4 semi see through line,05/01/2020,06/25/2020,
769,Open,04/28/2020 07:20,Selinsgrove,PA,USA,Sphere,"Large Blue Sphere Over Susquehanna River, Selinsgrove PA, in the early morning hours of April 28, 2020",04/28/2020,06/25/2020,
770,Open,04/28/2020 02:10,Hermitage,PA,USA,Light,bright stationary star dims and brightens several times,04/29/2020,06/25/2020,
771,Open,04/27/2020 22:00,Lansdale,PA,USA,Cigar,UFO'S playing in the sky.,04/30/2020,06/25/2020,
772,Open,04/27/2020 21:06,Sunbury,PA,USA,Circle,25 solid circular lights moving SE in a strait line.  ((Starlink satellites?)),04/27/2020,06/25/2020,
773,Open,04/27/2020 21:00,Wyomissing,PA,USA,Unknown,20 Lights in a row.  ((Starlink satellites?)),04/27/2020,06/25/2020,
774,Open,04/23/2020 22:00,Millerton,PA,USA,Orb,"We observed an orange orb  low and slow in the Northwestern sky, while responding to a MADAR alert.",04/24/2020,06/25/2020,
775,Open,04/23/2020 21:59,Millerton,PA,USA,,MADAR Node 104,07/02/2020,07/03/2020,
776,Open,04/22/2020 03:00,Curwensville,PA,USA,Triangle,Triangular object hovering fairly low to the ground before disappearing out of sight. Witnessed by 5 people,04/28/2020,06/25/2020,
777,Open,04/20/2020 21:00,Muncy,PA,USA,Formation,"Formation of 8-10? star-like lights, equal distance apart, quietly gliding across sky from SW to NE  ((Starlink satellites?))",04/28/2020,06/25/2020,
778,Open,04/18/2020 21:30,Wellsboro,PA,USA,Circle,Hhovering off the side of the mountain..was the brightest ball of light I have ever seen.  ((NUFORC Note:  Venus??  PD)),04/19/2020,05/01/2020,
779,Open,04/16/2020 02:44,Aliquippa,PA,USA,,MADAR Node 68,05/05/2020,06/25/2020,
780,Open,04/13/2020 15:55,Millerton,PA,USA,,MADAR Node 104,05/05/2020,06/25/2020,
781,Open,04/11/2020 21:09,Quakertown,PA,USA,Circle,Same as previous report second sighting of same object,04/11/2020,06/25/2020,
782,Open,04/11/2020 00:58,Frackville,PA,USA,Cigar,This was the best encounter.,04/12/2020,06/25/2020,
783,Open,04/10/2020 23:00,Clifton Heights,PA,USA,Light,Strange clusters of hovering white lights sometimes 3-5 of them seen nightly in the sky in Delaware County PA,04/10/2020,06/25/2020,
784,Open,04/10/2020 22:00,Reading,PA,USA,Circle,"Tonight I saw a bright light or cluster of bright lights hover for over an hour silently at about 2,000 feet above the city below our m",04/10/2020,06/25/2020,
785,Open,04/10/2020 21:20,Bellwood,PA,USA,Light,line of lights in sky over central pennsylvania  ((Star;oml satellites)),04/10/2020,05/07/2020,
786,Open,04/08/2020 22:59,Quakertown,PA,USA,Circle,Saw circular object in the sky holding steady which did not appear to be a star. I filmed it and watched it for a while until it starte,04/11/2020,06/25/2020,
787,Open,04/07/2020 23:30,Wampum,PA,USA,Disk,White glowing disc with light underneath!,04/08/2020,04/09/2020,
788,Open,04/07/2020 21:15,Honey Brook,PA,USA,Triangle,Perfect triangle shaped object hovering over former campground just south of Honey Brook PA.,04/13/2020,06/25/2020,
789,Open,04/06/2020 21:00,Northampton,PA,USA,Unknown,Bright motionless-less light object.  ((NUFORC Note:  Venus??  PD)),04/07/2020,04/09/2020,
790,Open,04/06/2020 19:45,Bristol,PA,USA,Unknown,"Object was coming from the west, and was completely silent. It had a large white light.  ((MUFON report))",01/10/2021,01/19/2021,
791,Open,04/05/2020 19:08,Millerton,PA,USA,,MADAR Node 104,05/01/2020,06/25/2020,
792,Open,04/01/2020 21:00,Snydersville,PA,USA,Changing,Saw a shape like a top hovering for about 40 minutes to an hour thru binoculars could see red green blue and orange lights flashing.,04/01/2020,04/09/2020,
793,Open,04/01/2020 20:30,Enola,PA,USA,Chevron,Fast-moving cloud-like chevron object,04/02/2020,06/25/2020,
794,Open,03/29/2020 22:00,Davidsville,PA,USA,Light,two star-like objects seemingly chasing each other quickly and erratically in the sky before disappearing,03/29/2020,04/09/2020,
795,Open,03/26/2020 06:00,Butler,PA,USA,Light,"37 high altitude, high speed points of light moving in a straight line in eastern direction.  ((Starlink satellites))",03/26/2020,05/21/2020,
796,Open,03/26/2020 06:00,North Wales,PA,USA,Light,14 lighted crafts no blinking navigation lights folling in a straight line completely in a row.  ((Starlink satellites)),03/26/2020,05/21/2020,
797,Open,03/26/2020 05:50,Greensburg,PA,USA,Light,I saw about 20-30 light moving across the sky all in 1 line.  ((Starlink satellites)),03/26/2020,05/21/2020,
798,Open,03/25/2020 11:10,Harlansburg,PA,USA,Triangle,Strange lights in the western sky at night.,03/25/2020,05/21/2020,
799,Open,03/24/2020 18:00,Dingmans Ferry,PA,USA,Disk,glowing grey hue within 60 feet of my head above tree tops with no noise or air movement.,05/11/2020,06/25/2020,
800,Open,03/21/2020 22:30,Emmaus,PA,USA,Fireball,I was walking my dog at 10:30 as i arrived home i looked up and saw what appeared to be a fire ball moving across sky in my direction.,03/21/2020,05/15/2020,
801,Open,03/21/2020 22:00,Harrisburg,PA,USA,Other,Dozens of odd shaped lights traveling at snail pace in the sky.  Some traveling in triangle formation and some alone.  One large craft,03/24/2020,05/21/2020,
802,Open,03/20/2020 22:00,Wyndmoor,PA,USA,Formation,"Elongated vertical red, green and yellow lights traveling from west to south sky.",03/20/2020,04/09/2020,
803,Open,03/18/2020 06:16,Aliquippa,PA,USA,,MADAR Node  68,04/13/2020,05/07/2020,
804,Open,03/15/2020 22:00,Mohnton,PA,USA,Triangle,very bright white large triangle shaped object low in the sky. Green light on bottom left and top turning orange. after two hours it go,03/16/2020,04/09/2020,
805,Open,03/14/2020 23:00,Beaver Falls,PA,USA,Sphere,Very bright circle star like object,03/16/2020,04/09/2020,
806,Open,03/14/2020 00:40,Latrobe,PA,USA,Circle,Driving home with my wife when we both saw  a white circle appear moving quickly across the sky in front of us. It was definitely high,03/30/2020,06/25/2020,
807,Open,03/09/2020 23:37,Aliquippa,PA,USA,,MADAR Node  68,04/01/2020,04/09/2020,
808,Open,03/09/2020 23:25,Kennett Square,PA,USA,Sphere,At approx. 11:25 pm witnessed large ball of light rotating as it seemed above the trees at a distance of about a mile I seen it from my,03/09/2020,05/01/2020,
809,Open,03/08/2020 23:00,New York City,PA,USA,Circle,Disappearing dot of light,04/26/2020,06/25/2020,
810,Open,03/08/2020 20:00,Lancaster,PA,USA,Orb,Red/Orange Orbs Observed in Cabbage Hill,03/09/2020,05/01/2020,
811,Open,03/08/2020 05:31,Aliquippa,PA,USA,,MADAR Node  68,03/26/2020,04/09/2020,
812,Open,03/07/2020 20:15,Moon Township,PA,USA,Changing,Large blue light emmiting orb that split into severle smaller ones,03/09/2020,05/01/2020,
813,Open,03/07/2020 19:35,Butler,PA,USA,Light,Its a clear night i seen 9 lights moving in a straight line same distance apart and same speed.  ((Spacelink satellites)),03/07/2020,05/01/2020,
814,Open,03/06/2020 23:00,Atlas,PA,USA,Sphere,"Small, blue red flashing lights,,fades nf disappeared then came back. ((anonymous)) ((NUFORC Note:  Sirius??  PD))",03/05/2020,05/01/2020,
815,Open,03/06/2020 21:35,Canonsburg,PA,USA,Triangle,three bright amber lights moving in unison,03/06/2021,03/31/2021,
816,Open,03/06/2020 19:45,Reading,PA,USA,Fireball,25+ orange lighted objects passed in sky (no sound) on 3/6/2020 at 7:45 PM.   ((Spacelink satellites)),03/09/2020,05/01/2020,
817,Open,03/05/2020 20:42,Irwin,PA,USA,Circle,"25+ bright spheres materialize and then disappear across the sky.   ((""Starlink"" satellites??))",03/05/2020,04/09/2020,
818,Open,03/05/2020 20:19,Sharon,PA,USA,Circle,"Looking NW we see a dot come from behind a cloud, followed by another and another ((""Starlink"" satellites??))((anonymous))",03/05/2020,04/09/2020,
819,Open,03/05/2020 20:17,Harrisburg,PA,USA,Unknown,Dim light close to venus quickly becoming brighter than venus and then fading away. happened total of approx 10 times,03/06/2020,05/01/2020,
820,Open,03/05/2020 20:15,McKeesport,PA,USA,Light,"5 star-like objects in formation evenly spaced moving in a straight line.   ((""Spacelink"" satellites??))",03/05/2020,04/09/2020,
821,Open,03/05/2020 20:14,Canonsburg,PA,USA,Light,"multiple craft following each other and disappearing on a clear night.   ((""Starlink"" satellites??))",03/05/2020,04/09/2020,
822,Open,03/05/2020 20:00,Greensburg,PA,USA,Circle,"30 ""star-like"" flying objects.   ((""Starlink"" satellites??))",03/05/2020,04/09/2020,
823,Open,03/05/2020 20:00,Masontown,PA,USA,Formation,Orbs become visible as the pass under and by Venus in a formation.  ((Starlink satellites)),03/06/2020,05/01/2020,
824,Open,03/04/2020 20:30,Pittsburgh,PA,USA,Light,seen objects in sky above pittsburgh on March 4th about 8:30 at night  ((Spacelink satellites)),03/07/2020,05/01/2020,
825,Open,03/04/2020 01:45,Lancaster,PA,USA,Cigar,I had trouble sleeping so I went outside for a cigarette. I looked up and saw what I first thought was a star. But it was moving oddly.,03/03/2020,04/09/2020,
826,Open,03/03/2020 22:00,Scotrun,PA,USA,Cigar,Two Cigar/pill shaped UFOs emitting blue light were spotted over the Pocono Mountains and disappeared into thin air.,03/03/2020,04/09/2020,
827,Open,03/03/2020 17:48,Carlisle,PA,USA,Circle,"Shiny, small, non-moving object in sky on a clear late afternoon.  ((NUFORC Note:  Venus is in the western sky.",03/03/2020,04/09/2020,
828,Open,03/02/2020 05:47,Butler,PA,USA,Light,"Viewed 3 white lights in the shape of triangle at a high altitude moving from the SW to NE.  ((""Starlink satellites??))",03/02/2020,04/09/2020,
829,Open,03/01/2020 05:45,Stewartstown,PA,USA,Other,Zigzag UFO Trails Space X and Becomes a Star in Sky,03/02/2020,04/09/2020,
830,Open,03/01/2020 05:20,Pine Grove,PA,USA,Formation,"We Never seen anything like this in our nearly 60 years.  ((""Starlink"" satellites??))",03/04/2020,04/09/2020,
831,Open,02/27/2020 05:30,Carlisle,PA,USA,Light,"20 lighted craft in a row.  ((""Spacelink"" satellites??))",02/27/2020,04/09/2020,
832,Open,02/25/2020 02:10,Clearfield,PA,USA,Light,Bright flying light with brightness changes and strange flying pattern.,07/24/2020,07/31/2020,
833,Open,02/23/2020 21:00,Ambler,PA,USA,Triangle,6 or so bright lights hovering in a V shape with red on the end points then vanished.,02/24/2020,02/25/2020,
834,Open,02/23/2020 14:00,Upper Makefield (Above Delaware River),PA,USA,Rectangle,Upon observing the sky as I often do spotting commercial aircraft I saw a stationary angular white object rotate erratically for about,02/24/2020,02/25/2020,
835,Open,02/23/2020 09:50,Girard,PA,USA,Other,"A very large, elongated vehicle with a lot of scattered lights, appeared as a shadow and floated by overhead in the night sky.",02/23/2020,02/25/2020,
836,Open,02/23/2020 00:00,Bath,PA,USA,Unknown,Witness a plane like object hovering over a warehouse,02/27/2020,04/09/2020,
837,Open,02/22/2020 22:00,Clarks Summit,PA,USA,Unknown,UFO crash landing followed by hours of military helicopter traffic,02/27/2020,04/09/2020,
838,Open,02/22/2020 18:10,Upper Chichester,PA,USA,Light,"Three red blinking lights, forming a triangle. Each light disappeared one at a time .",02/22/2020,02/25/2020,
839,Open,02/20/2020 19:45,Jefferson Township,PA,USA,Triangle,A triangulated object was hovering directly over our house I would estimate about 500 feet in the air. I had seen two similar objects a,02/23/2020,02/25/2020,
